,Player,Position,90s,PSxG,PSxG/SoT,PSxG-GA,LCmp,LAtt,PaAtt,PaThr,PaAvgLen,GKAtt,GKAvgLen,COpp,CStp,SwOPA,SoTA,Saves,Savep,CS,PKsv
98,Steve Mandanda,goalkeeper,33.5,32.4,0.28,2.4,163.0,420.0,1022.0,166.0,31.5,192.0,41.5,382.0,35.0,51.0,110.0,79.0,71.81818182,12.0,1.0
99,Vito Mannone,goalkeeper,17.9,25.2,0.29,1.2,56.0,176.0,471.0,101.0,29.5,112.0,37.5,344.0,12.0,9.0,84.0,60.0,71.42857143,5.0,0.0
100,Agustín Marchesín,goalkeeper,19.0,20.7,0.24,-7.3,103.0,267.0,500.0,75.0,35.3,131.0,42.9,253.0,14.0,25.0,72.0,42.0,58.33333333,6.0,2.0
101,Federico Marchetti,goalkeeper,0.7,1.5,0.48,-0.5,2.0,4.0,10.0,2.0,24.3,8.0,32.4,8.0,0.0,1.0,3.0,1.0,33.33333333,0.0,0.0
102,Diego Mariño,goalkeeper,0.5,1.4,0.28,-0.6,2.0,3.0,3.0,1.0,35.7,5.0,45.6,12.0,0.0,0.0,5.0,3.0,60.0,0.0,0.0
103,Emiliano Martínez,goalkeeper,34.9,36.6,0.24,2.6,199.0,523.0,1171.0,135.0,33.0,212.0,40.7,483.0,60.0,73.0,132.0,97.0,73.48484848,11.0,1.0
104,Jordi Masip,goalkeeper,27.9,45.8,0.27,4.8,133.0,389.0,722.0,121.0,35.9,239.0,41.9,396.0,15.0,14.0,145.0,101.0,69.65517241,8.0,3.0
105,Luís Maximiano,goalkeeper,0.1,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
106,Alex McCarthy,goalkeeper,6.0,10.9,0.34,-5.1,22.0,113.0,194.0,29.0,36.5,52.0,31.0,92.0,6.0,7.0,30.0,14.0,46.66666667,0.0,0.0
107,Edouard Mendy,goalkeeper,9.5,11.9,0.33,-2.1,27.0,77.0,226.0,47.0,27.6,63.0,34.4,128.0,9.0,11.0,39.0,25.0,64.1025641,1.0,0.0
108,Alex Meret,goalkeeper,34.0,25.0,0.25,1.0,56.0,145.0,733.0,121.0,26.1,198.0,26.9,335.0,11.0,39.0,91.0,66.0,72.52747253,16.0,1.0
109,Illan Meslier,goalkeeper,34.0,53.6,0.32,-12.4,106.0,449.0,794.0,194.0,33.7,242.0,43.5,432.0,34.0,66.0,158.0,92.0,58.2278481,5.0,0.0
110,Alexander Meyer,goalkeeper,7.0,7.9,0.25,-4.1,24.0,60.0,278.0,35.0,27.3,44.0,35.0,91.0,8.0,18.0,32.0,20.0,62.5,1.0,0.0
111,Vanja Milinković-Savić,goalkeeper,38.0,35.8,0.23,-5.2,285.0,939.0,1506.0,185.0,39.7,286.0,70.0,469.0,36.0,70.0,136.0,95.0,69.85294118,11.0,0.0
112,Antonio Mirante,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
113,Lorenzo Montipò,goalkeeper,37.0,49.6,0.27,-6.4,360.0,775.0,905.0,124.0,44.3,284.0,52.1,496.0,26.0,55.0,181.0,124.0,68.50828729,5.0,1.0
114,Florian Müller,goalkeeper,19.0,27.2,0.3,-6.8,98.0,212.0,599.0,98.0,29.2,133.0,36.6,260.0,6.0,28.0,87.0,53.0,60.91954023,1.0,0.0
115,Juan Musso,goalkeeper,23.1,21.7,0.23,-3.3,109.0,276.0,547.0,152.0,32.1,157.0,48.6,253.0,14.0,24.0,89.0,64.0,71.91011236,7.0,0.0
116,Yvon Mvogo,goalkeeper,20.1,27.1,0.27,-0.9,86.0,228.0,473.0,85.0,32.1,145.0,36.6,381.0,21.0,7.0,98.0,70.0,71.42857143,3.0,0.0
117,Keylor Navas,goalkeeper,17.0,29.3,0.32,-2.7,106.0,320.0,378.0,65.0,41.3,151.0,48.1,295.0,14.0,9.0,83.0,51.0,61.44578313,1.0,0.0
118,Neto,goalkeeper,26.5,39.7,0.26,1.7,160.0,437.0,601.0,136.0,37.8,231.0,44.6,510.0,35.0,25.0,138.0,100.0,72.46376812,6.0,0.0
119,Manuel Neuer,goalkeeper,12.0,14.7,0.29,3.7,39.0,79.0,435.0,81.0,26.8,69.0,23.8,103.0,4.0,23.0,44.0,33.0,75.0,4.0,0.0
120,Alexander Nübel,goalkeeper,38.0,49.5,0.24,-5.5,189.0,445.0,875.0,203.0,32.8,266.0,45.6,454.0,36.0,33.0,195.0,140.0,71.79487179,9.0,0.0
121,Ørjan Nyland,goalkeeper,2.0,1.8,0.36,0.8,11.0,33.0,83.0,9.0,33.6,15.0,36.7,28.0,0.0,0.0,5.0,4.0,80.0,1.0,0.0
122,Jan Oblak,goalkeeper,27.7,21.9,0.27,1.9,120.0,374.0,586.0,115.0,36.1,228.0,46.0,358.0,25.0,19.0,79.0,59.0,74.6835443,11.0,0.0
123,Guillermo Ochoa,goalkeeper,20.0,34.8,0.3,1.8,135.0,430.0,556.0,45.0,40.9,200.0,47.3,311.0,11.0,10.0,105.0,71.0,67.61904762,4.0,1.0
124,Robin Olsen,goalkeeper,3.1,6.2,0.29,-1.8,15.0,62.0,101.0,18.0,37.6,28.0,46.8,45.0,5.0,3.0,19.0,11.0,57.89473684,1.0,0.0
125,Jonas Omlin,goalkeeper,27.3,42.2,0.57,0.2,110.0,338.0,968.0,151.0,30.2,185.0,41.3,429.0,29.0,32.0,129.0,86.0,66.66666667,7.0,1.0
126,André Onana,goalkeeper,24.0,19.3,0.21,-2.7,105.0,270.0,875.0,115.0,29.6,152.0,35.4,283.0,15.0,10.0,83.0,61.0,73.4939759,8.0,0.0
127,Stefan Ortega,goalkeeper,3.0,4.1,0.27,3.1,11.0,24.0,155.0,16.0,23.9,12.0,20.3,26.0,1.0,7.0,15.0,14.0,93.33333333,2.0,0.0
128,Fernando Pacheco,goalkeeper,17.0,28.2,0.57,-6.8,130.0,284.0,443.0,64.0,38.2,141.0,42.5,258.0,17.0,21.0,93.0,57.0,61.29032258,3.0,1.0
129,Rui Patrício,goalkeeper,35.0,27.6,0.23,-6.4,135.0,328.0,644.0,121.0,33.6,240.0,34.8,402.0,16.0,25.0,108.0,73.0,67.59259259,13.0,1.0
130,Jiří Pavlenka,goalkeeper,32.3,51.9,0.29,-7.1,198.0,497.0,893.0,152.0,36.3,279.0,42.9,481.0,22.0,38.0,170.0,110.0,64.70588235,4.0,1.0
131,Gianluca Pegolo,goalkeeper,2.0,3.2,0.38,0.2,9.0,18.0,61.0,10.0,29.7,16.0,28.3,28.0,2.0,0.0,6.0,3.0,50.0,0.0,0.0
132,Iñaki Peña,goalkeeper,0.8,1.4,0.36,-0.6,1.0,3.0,23.0,5.0,25.2,4.0,22.8,7.0,0.0,2.0,4.0,2.0,50.0,0.0,0.0
133,Patrick Pentz,goalkeeper,7.0,11.9,0.34,-1.1,29.0,94.0,152.0,25.0,36.3,59.0,38.7,103.0,8.0,4.0,29.0,16.0,55.17241379,0.0,0.0
134,Simone Perilli,goalkeeper,1.0,0.8,0.19,0.8,6.0,30.0,21.0,0.0,57.3,13.0,69.8,19.0,1.0,1.0,4.0,4.0,100.0,1.0,0.0
135,Mattia Perin,goalkeeper,10.5,11.2,0.23,4.2,32.0,107.0,287.0,54.0,30.8,63.0,35.9,154.0,4.0,11.0,40.0,32.0,80.0,6.0,1.0
136,Samuele Perisan,goalkeeper,7.0,7.5,0.31,-1.5,25.0,75.0,153.0,39.0,32.7,75.0,34.3,134.0,5.0,4.0,24.0,15.0,62.5,2.0,0.0
137,Jordan Pickford,goalkeeper,37.0,60.0,0.31,3.0,270.0,801.0,992.0,151.0,43.0,315.0,52.7,566.0,22.0,52.0,181.0,123.0,67.9558011,8.0,1.0
138,Nick Pope,goalkeeper,36.2,31.3,0.24,0.3,120.0,368.0,683.0,232.0,33.0,207.0,50.7,411.0,34.0,74.0,118.0,85.0,72.03389831,14.0,2.0
139,Ivan Provedel,goalkeeper,37.9,31.4,0.25,2.4,158.0,373.0,1121.0,166.0,32.2,198.0,33.2,493.0,21.0,55.0,128.0,99.0,77.34375,21.0,0.0
140,Ghjuvanni Quilichini,goalkeeper,0.9,0.8,0.24,0.8,6.0,24.0,26.0,2.0,43.8,8.0,61.0,25.0,2.0,0.0,4.0,4.0,100.0,1.0,0.0
141,Ionuț Radu,goalkeeper,26.0,42.9,0.56,4.9,155.0,492.0,734.0,99.0,39.3,195.0,50.0,380.0,20.0,22.0,138.0,98.0,71.01449275,6.0,2.0
142,Predrag Rajković,goalkeeper,36.0,39.2,0.25,-0.8,323.0,786.0,899.0,125.0,45.4,309.0,54.0,608.0,32.0,19.0,133.0,92.0,69.17293233,12.0,1.0
143,Diant Ramaj,goalkeeper,1.0,1.0,0.2,0.0,1.0,3.0,21.0,7.0,29.1,4.0,22.0,15.0,1.0,1.0,5.0,4.0,80.0,0.0,0.0
144,Aaron Ramsdale,goalkeeper,38.0,40.0,0.28,-2.0,109.0,429.0,956.0,174.0,33.3,153.0,49.2,381.0,22.0,43.0,136.0,94.0,69.11764706,14.0,0.0
145,Nicola Ravaglia,goalkeeper,9.0,17.9,0.26,-5.1,49.0,145.0,226.0,45.0,35.6,99.0,37.6,155.0,10.0,1.0,64.0,41.0,64.0625,0.0,0.0
146,David Raya,goalkeeper,38.0,48.0,0.24,5.0,347.0,882.0,1367.0,160.0,39.5,269.0,51.8,598.0,52.0,54.0,197.0,154.0,78.17258883,12.0,0.0
147,Pepe Reina,goalkeeper,22.0,28.9,0.29,2.9,64.0,207.0,736.0,112.0,28.8,118.0,35.7,315.0,15.0,20.0,87.0,61.0,70.11494253,5.0,0.0
148,Álex Remiro,goalkeeper,38.0,32.8,0.24,-0.2,244.0,572.0,1090.0,138.0,35.9,216.0,51.3,453.0,18.0,47.0,133.0,99.0,74.43609023,15.0,1.0
149,Manuel Riemann,goalkeeper,34.0,69.0,0.3,0.0,554.0,1175.0,1489.0,83.0,44.7,261.0,50.6,536.0,31.0,121.0,200.0,128.0,64.0,5.0,3.0
150,Rémy Riou,goalkeeper,6.7,8.8,0.2,1.8,12.0,49.0,178.0,30.0,28.7,47.0,26.0,78.0,6.0,10.0,24.0,17.0,70.83333333,1.0,0.0
151,Joel Robles,goalkeeper,4.0,10.5,0.32,-0.5,18.0,71.0,90.0,20.0,41.1,32.0,49.4,43.0,2.0,3.0,27.0,16.0,59.25925926,0.0,0.0
152,Marek Rodák,goalkeeper,2.0,2.0,0.51,0.0,16.0,47.0,46.0,3.0,46.0,15.0,60.0,26.0,1.0,2.0,4.0,2.0,50.0,1.0,0.0
153,Leonardo Román,goalkeeper,1.0,0.1,0.03,0.1,9.0,21.0,30.0,3.0,35.2,12.0,48.8,30.0,1.0,2.0,4.0,4.0,100.0,1.0,0.0
154,Francesco Rossi,goalkeeper,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,17.3,1.0,65.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
155,Rubén,goalkeeper,,,,,,,,,,,,,,,,,,,
156,Gerónimo Rulli,goalkeeper,14.0,12.5,0.23,2.5,50.0,119.0,451.0,70.0,28.8,92.0,37.9,215.0,20.0,21.0,56.0,46.0,82.14285714,7.0,0.0
157,Alessandro Russo,goalkeeper,1.0,2.8,0.4,-0.2,0.0,12.0,42.0,2.0,30.7,8.0,18.3,14.0,0.0,0.0,7.0,4.0,57.14285714,0.0,0.0
158,José Sá,goalkeeper,36.0,48.4,0.28,-5.6,120.0,435.0,935.0,182.0,30.9,260.0,46.2,540.0,43.0,28.0,161.0,105.0,65.2173913,11.0,2.0
159,Brice Samba,goalkeeper,37.0,32.4,0.24,5.4,174.0,435.0,1075.0,140.0,33.3,160.0,32.7,384.0,34.0,41.0,125.0,98.0,78.4,15.0,0.0
160,Robert Sánchez,goalkeeper,23.0,24.2,0.25,-2.8,60.0,205.0,645.0,103.0,28.9,131.0,35.1,229.0,17.0,13.0,74.0,46.0,62.16216216,6.0,1.0
161,Mouhamadou Sarr,goalkeeper,2.0,2.9,0.36,-0.1,19.0,38.0,71.0,12.0,35.7,12.0,53.6,18.0,0.0,1.0,8.0,5.0,62.5,1.0,0.0
162,Kasper Schmeichel,goalkeeper,36.0,35.9,0.23,0.9,170.0,388.0,909.0,119.0,32.7,278.0,35.7,455.0,24.0,23.0,141.0,105.0,74.46808511,11.0,1.0
163,Marvin Schwäbe,goalkeeper,34.0,42.3,0.3,-8.7,154.0,404.0,1203.0,117.0,31.3,185.0,33.9,468.0,19.0,22.0,129.0,77.0,59.68992248,6.0,1.0
164,Alexander Schwolow,goalkeeper,22.6,45.8,0.31,-12.2,180.0,441.0,676.0,79.0,38.4,174.0,55.2,321.0,7.0,23.0,138.0,80.0,57.97101449,2.0,0.0
165,Matz Sels,goalkeeper,38.0,56.5,0.27,-2.5,159.0,455.0,775.0,130.0,36.9,196.0,43.9,504.0,31.0,32.0,174.0,115.0,66.09195402,6.0,0.0
166,Luigi Sepe,goalkeeper,17.0,30.3,0.27,3.3,76.0,274.0,490.0,84.0,35.9,154.0,41.1,222.0,16.0,13.0,87.0,57.0,65.51724138,3.0,3.0
167,Rui Silva,goalkeeper,26.0,32.9,0.3,1.9,154.0,410.0,668.0,107.0,35.6,214.0,47.5,369.0,18.0,37.0,104.0,73.0,70.19230769,9.0,0.0
168,Marco Silvestri,goalkeeper,38.0,48.7,0.31,2.7,144.0,380.0,872.0,142.0,32.0,302.0,34.1,547.0,13.0,21.0,137.0,91.0,66.42335766,10.0,0.0
169,Unai Simón,goalkeeper,30.5,31.7,0.28,-2.3,134.0,351.0,762.0,154.0,33.2,186.0,49.4,355.0,18.0,40.0,104.0,70.0,67.30769231,9.0,0.0
170,Tobias Sippel,goalkeeper,5.7,11.6,0.33,-0.4,25.0,106.0,212.0,23.0,32.7,48.0,53.1,88.0,2.0,4.0,33.0,21.0,63.63636364,1.0,0.0
171,Salvatore Sirigu,goalkeeper,1.0,1.0,0.19,1.0,6.0,16.0,30.0,9.0,37.7,8.0,41.8,12.0,0.0,2.0,5.0,5.0,100.0,1.0,0.0
172,Łukasz Skorupski,goalkeeper,37.0,47.8,0.25,1.8,146.0,371.0,933.0,206.0,31.7,278.0,33.0,492.0,29.0,24.0,161.0,113.0,70.1863354,7.0,2.0
173,François-Joseph Sollacaro,goalkeeper,6.0,9.1,0.34,-3.9,19.0,87.0,102.0,11.0,40.7,40.0,48.2,93.0,6.0,6.0,24.0,11.0,45.83333333,1.0,0.0
174,Yann Sommer,goalkeeper,29.0,40.4,0.57,2.4,96.0,259.0,1168.0,135.0,22.7,188.0,28.5,374.0,17.0,40.0,115.0,77.0,66.95652174,8.0,0.0
175,David Soria,goalkeeper,38.0,45.5,0.23,2.5,409.0,904.0,782.0,99.0,49.8,347.0,59.8,586.0,36.0,46.0,166.0,119.0,71.68674699,13.0,4.0
176,Marco Sportiello,goalkeeper,14.9,19.6,0.29,-1.4,52.0,148.0,346.0,85.0,28.8,116.0,49.7,200.0,18.0,18.0,64.0,43.0,67.1875,2.0,0.0
177,Jason Steele,goalkeeper,15.0,18.5,0.29,-1.5,34.0,74.0,483.0,48.0,24.2,55.0,13.9,126.0,10.0,19.0,57.0,36.0,63.15789474,6.0,1.0
178,Mile Svilar,goalkeeper,3.0,2.9,0.29,-0.1,16.0,44.0,61.0,13.0,41.4,16.0,60.1,42.0,6.0,4.0,10.0,7.0,70.0,1.0,0.0
179,Wojciech Szczęsny,goalkeeper,27.5,26.0,0.25,0.0,128.0,270.0,634.0,128.0,33.5,153.0,38.3,389.0,11.0,21.0,93.0,67.0,72.04301075,14.0,0.0
180,Ciprian Tătărușanu,goalkeeper,16.0,16.8,0.25,-4.2,94.0,195.0,473.0,75.0,32.9,83.0,41.8,195.0,9.0,13.0,61.0,40.0,65.57377049,4.0,0.0
181,Marc-André ter Stegen,goalkeeper,37.2,23.7,0.21,8.7,168.0,335.0,1215.0,185.0,28.9,197.0,35.2,368.0,18.0,41.0,98.0,83.0,84.69387755,26.0,0.0
182,Pietro Terracciano,goalkeeper,29.0,33.1,0.28,-2.9,155.0,375.0,871.0,113.0,33.2,198.0,40.5,271.0,12.0,55.0,96.0,59.0,61.45833333,5.0,1.0
183,Kevin Trapp,goalkeeper,33.0,42.3,0.32,-7.7,80.0,326.0,664.0,128.0,34.8,219.0,34.1,401.0,17.0,24.0,130.0,80.0,61.53846154,6.0,0.0
184,Mark Travers,goalkeeper,11.5,24.0,0.34,-6.0,71.0,154.0,250.0,54.0,31.9,118.0,43.8,229.0,5.0,5.0,66.0,36.0,54.54545455,2.0,0.0
185,Martin Turk,goalkeeper,4.0,8.0,0.26,-1.0,35.0,78.0,99.0,15.0,35.1,43.0,56.3,60.0,0.0,2.0,30.0,21.0,70.0,0.0,0.0
186,Samir Ujkani,goalkeeper,0.1,0.2,0.25,-0.8,0.0,0.0,2.0,1.0,18.5,1.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
187,Sven Ulreich,goalkeeper,3.0,2.4,0.18,0.4,9.0,26.0,112.0,21.0,26.0,18.0,23.4,34.0,2.0,4.0,8.0,5.0,62.5,2.0,1.0
188,Guglielmo Vicario,goalkeeper,30.9,40.9,0.27,2.9,138.0,455.0,1106.0,151.0,33.8,170.0,42.9,606.0,34.0,22.0,134.0,95.0,70.89552239,7.0,1.0
189,Iván Villar,goalkeeper,19.0,22.2,0.31,-1.8,81.0,239.0,435.0,96.0,33.8,157.0,44.8,256.0,8.0,14.0,62.0,38.0,61.29032258,4.0,0.0
190,Danny Ward,goalkeeper,26.0,36.5,0.29,-5.5,94.0,303.0,750.0,154.0,30.4,190.0,35.1,355.0,20.0,42.0,119.0,75.0,63.02521008,6.0,1.0
191,Axel Werner,goalkeeper,2.0,2.4,0.31,-1.6,4.0,20.0,53.0,9.0,34.9,16.0,33.8,26.0,1.0,1.0,8.0,4.0,50.0,0.0,0.0
192,Joseph Whitworth,goalkeeper,2.0,2.3,0.23,-2.7,8.0,27.0,68.0,8.0,30.1,15.0,36.7,25.0,1.0,3.0,10.0,5.0,50.0,0.0,0.0
193,Robin Zentner,goalkeeper,26.0,35.4,0.3,-3.6,160.0,474.0,672.0,146.0,40.0,194.0,54.1,321.0,43.0,53.0,109.0,69.0,63.30275229,7.0,1.0
194,Michael Zetterer,goalkeeper,1.7,3.2,0.24,0.2,16.0,33.0,49.0,13.0,41.6,12.0,50.3,15.0,3.0,4.0,14.0,11.0,78.57142857,0.0,0.0
195,Jeroen Zoet,goalkeeper,3.7,2.8,0.14,-1.2,25.0,78.0,110.0,13.0,39.0,23.0,58.4,62.0,4.0,6.0,13.0,9.0,69.23076923,0.0,0.0
196,Petar Zovko,goalkeeper,0.8,1.7,0.55,-0.3,7.0,21.0,23.0,3.0,35.1,13.0,51.1,24.0,1.0,2.0,3.0,1.0,33.33333333,0.0,0.0
